2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.,He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.
51-3092,51,3092,Food Batchmakers,Pickle Maker,5,Turşucu,He's a pickle man.,He's a very good pickle man.,He's a good pickle man.,He's a bad pickle man.,He's a terrible pickle man.,he,he,he,he,he
51-3093,51,3093,Food Cooking Machine Operators and Tenders,Food Cooking Machine Operator,8,Sterilize Pişirme Operatörü,He's a sterilized cooking operator.,He is a very good sterilized cooking operator.,He's a good sterilized cooking operator.,He's a bad sterilized cooking operator.,He's a very bad sterilized cooking operator.,he,he,he,he,he
51-3099,51,3099,"Food Processing Workers, All Other",Olive Pitter,7,Sofralık Zeytin işlemecisi,He's a table olive processor.,He's a very good table olive processor.,He's a good table olive processor.,He's a bad table olive processor.,He's a terrible table olive processor.,he,he,he,he,he
51-3099,51,3099,"Food Processing Workers, All Other",Yeast Maker,7,Mayacı,He's a yeastman.,He's a very good yeastman.,He's a good yeastman.,He's a bad yeastman.,He's a very bad yeastman.,he,he,he,he,he
51-4021,51,4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Wire Drawing Machine Tender,8,Makine ile Tel Çekme işçisi,He's a machine-pulling worker.,He's a very good machine and a wire-pulling worker.,He's a good machine and a wire-pulling worker.,He's a wire-pulling worker with a bad machine.,He's a very bad machine and a wire-pulling worker.,he,he,he,he,he
51-4022,51,4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Swager Operator,7,Demir Dövme Presi Operatörü,He's an iron forging press operator.,He's a very good iron forging press operator.,He's a good iron forging press operator.,He's a bad iron forging press operator.,He's a terrible iron forging press operator.,he,he,he,he,he
51-4023,51,4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Sheet Roller Operator,8,Silindir Operatörü,He's a cylinder operator.,He's a very good cylinder operator.,He's a good cylinder operator.,He's a bad cylinder operator.,He's a terrible cylinder operator.,he,he,he,he,he
51-4023,51,4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Steel Roller,8,Çelik Haddeci,It's a steel roll.,That's a very good steel roll.,That's a good steel roll.,That's a bad steel roll.,That's a terrible steel roll.,it,that,that,that,that
51-4031,51,4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Crimping Machine Operator for Metal,8,Pres Makineleri Operatör Yardımcısı,He's an assistant operator of press machines.,He's a very good press machine operator assistant.,He's a good press machine operator's assistant.,He's a bad press machine operator's assistant.,He's a terrible press machine operator's assistant.,he,he,he,he,he
51-4031,51,4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Punch Press Operator,8,Metal Pres Makinesi Operatörü,He's a metal press machine operator.,He's a very good metal press machine operator.,He's a good metal press machine operator.,He's a bad metal press machine operator.,He's a terrible metal press machine operator.,he,he,he,he,he
51-4032,51,4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Boring Mill Operator for Metal,7,Metal Boring Matkap Tezgahı Operatörü,He's a metal boring drill machine operator.,He's a very good metal boring drill machine operator.,He's a good metal boring drill machine operator.,He's a bad metal boring drill machine operator.,He's a very bad metal boring drill machine operator.,he,he,he,he,he
51-4032,51,4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Drill Press Operator for Metal,7,Metal Matkap Tezgahı Operatörü ,He's a metal drill machine operator.,He's a very good metal drill machine operator.,He's a good metal drill machine operator.,He's a bad metal drill machine operator.,He's a terrible metal drill machine operator.,he,he,he,he,he
51-4032,51,4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Reaming Machine Operator for Plastic,7,Rayba Makinesi Operatörü,He's a reaming machine operator.,He's a very good reaming machine operator.,He's a good reaming machine operator.,He's a bad reaming machine operator.,He's a terrible reaming machine operator.,he,he,he,he,he
51-4034,51,4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Engine Lathe Operator,7,Üniversal Torna Tezgahı Operatörü,He's a universal lathe operator.,He's a very good universal lathe operator.,He's a good universal lathe operator.,He's a bad universal lathe operator.,He's a terrible universal lathe operator.,he,he,he,he,he
51-4035,51,4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Milling Machine Operator,7,Metal Freze Tezgahı Operatörü,He's a metal milling machine operator.,He's a very good metal milling machine operator.,He's a good metal milling machine operator.,He's a bad metal milling machine operator.,He's a terrible metal milling machine operator.,he,he,he,he,he
51-4035,51,4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Plastic Thread Milling Machine Setup Operator,8,Taş Planya Makinesi Operatörü,He's a stone planer operator.,He's a very good stone planer operator.,He's a good stone planer operator.,He's a bad stone planer operator.,He's a terrible stone planer operator.,he,he,he,he,he
51-4051,51,4051,Metal-Refining Furnace Operators and Tenders,Electric Arc Furnace Operator,3,Ark Ocağı Operatörü,He's an arc furnace operator.,He's a very good arc quarry operator.,He's a good arc-quarry operator.,He's a bad arc-quarry operator.,He's a terrible arc-quarry operator.,he,he,he,he,he
51-4051,51,4051,Metal-Refining Furnace Operators and Tenders,Smelter Operator,3,izabe Teknisyeni,He's an auction technician.,He's a very good auction technician.,He's a good supply technician.,He's a bad auction technician.,He's a terrible auction technician.,he,he,he,he,he
51-4052,51,4052,"Pourers and Casters, Metal",Ingot Caster,8,ingot Dökümcüsü,He's an ingot foundry.,He's a very good ingot foundry.,He's a good ingot foundry.,He's a bad ingot foundry.,He's a terrible ingot foundry.,he,he,he,he,he
51-4052,51,4052,"Pourers and Casters, Metal",Tin Pourer,8,Metal Dökümcüsü,He's a metal foundry.,He's a very good metal foundry.,He's a good metal foundry.,He's a bad metal foundry.,He's a terrible metal foundry.,he,he,he,he,he
51-4052,51,4052,"Pourers and Casters, Metal",White Metal Caster,7,Metal Dökücü,It's a metal shedding.,He's a very good metal pourer.,He's a good metal pourer.,He's a bad metal pourer.,He's a terrible metal pourer.,it,he,he,he,he
51-4072,51,4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Aluminum Molding Machine Operator,7,Makine ile Maça Yapıcı,He's spades with a machine.,He's a spade maker with a very good machine.,He is spades maker with a good machine.,He's spades with a bad machine.,He's spades with a very bad machine.,he,he,he,he,he
51-4072,51,4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Blow Mold Operator,8,Pres Döküm Makinesi Operatörü,He's a press casting machine operator.,He's a very good press casting machine operator.,He's a good press casting machine operator.,He's a bad press casting machine operator.,He's a terrible press casting machine operator.,he,he,he,he,he
51-4072,51,4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Compression Molding Machine Operator,8,Basınçlı Döküm Makinesi Operatörü,He's a pressure casting machine operator.,He's a very good pressure casting machine operator.,He's a good pressure casting machine operator.,He's a bad pressure casting machine operator.,He's a very bad pressure casting machine operator.,he,he,he,he,he
51-4111,51,4111,Tool and Die Makers,Metal Gauge Maker,7,Mastar Yapıcı,He's a primer maker.,He's a very good primer maker.,He's a good primer maker.,He's a bad primer maker.,He's a very bad primer maker.,he,he,he,he,he
51-4121,51,4121,"Welders, Cutters, Solderers, and Brazers",Aluminum Welder,7,Alüminyum Kaynakçısı,He's an aluminum welder.,He's a very good aluminum welder.,He's a good aluminum welder.,He's a bad aluminum welder.,He's a terrible aluminum welder.,he,he,he,he,he
51-4121,51,4121,"Welders, Cutters, Solderers, and Brazers",Arc Welder,7,Ark Kaynakçısı,He's an arc welder.,He's a very good arc welder.,He's a good arc welder.,He's a bad arc welder.,He's a terrible arc welder.,he,he,he,he,he
51-4121,51,4121,"Welders, Cutters, Solderers, and Brazers",Brazer,7,Pirinç Kaynakçısı,He's a rice welder.,He's a very good rice welder.,He's a good rice welder.,He's a bad rice welder.,He's a terrible rice welder.,he,he,he,he,he
51-4121,51,4121,"Welders, Cutters, Solderers, and Brazers",Pipe Welder,7,Boru Kaynakçısı,He's a pipe welder.,He's a very good pipe welder.,He's a good pipe welder.,He's a bad pipe welder.,He's a terrible pipe welder.,he,he,he,he,he
51-4121,51,4121,"Welders, Cutters, Solderers, and Brazers",Silver Solderer,7,Gümüş Kaynakçısı,He's a silver welder.,He's a very good silver welder.,He's a good silver welder.,He's a bad silver welder.,He's a terrible silver welder.,he,he,he,he,he
51-4121,51,4121,"Welders, Cutters, Solderers, and Brazers",Sub Arc Operator,7,Toz Altı Kaynak Operatörü,He's a sub-dust welding operator.,He's a very good under-dust welding operator.,He's a good under-dust welding operator.,He's a bad under-dust welding operator.,He's a very bad under-dust welding operator.,he,he,he,he,he
51-4122,51,4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Ultrasonic Welding Machine Operator,8,Ultrasonik Kaynak Makinesi Operatörü,He's an ultrasonic welding machine operator.,He's a very good ultrasonic welding machine operator.,He's a good ultrasonic welding machine operator.,He's a bad ultrasonic welding machine operator.,He's a very bad ultrasonic welding machine operator.,he,he,he,he,he
51-4122,51,4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Welding Machine Operator,7,Kaynak Operatörü,He's a welding operator.,He's a very good welding operator.,He's a good welding operator.,He's a bad welding operator.,He's a terrible welding operator.,he,he,he,he,he
51-4191,51,4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Heat Treater Apprentice,3,Isıl işlem Teknisyeni,He's a heat treatment technician.,He's a very good heat treatment technician.,He's a good heating technician.,He's a bad heating technician.,He's a terrible heating technician.,he,he,he,he,he
51-4193,51,4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Anodizer,8,Eloksal Kaplama işçisi,He's an anodized coating worker.,He's a very good anodized coating worker.,He's a good anodized coating worker.,He's a bad anodized veneer worker.,He's a terrible anodized coating worker.,he,he,he,he,he
51-4193,51,4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Chrome Plater,8,Krom Kaplama işçisi,He's a chrome-plated worker.,He's a very good chrome-plated worker.,He's a good chrome-plated worker.,He's a bad chrome-plated worker.,He's a terrible chrome-plated worker.,he,he,he,he,he
51-4193,51,4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Galvanizer,8,Galvanizci ,He's a galvanizing man.,He's a very good galvanizing man.,He's a good galvanizing man.,He's a bad galvanizing.,He's a terrible galvanizing.,he,he,he,he,he
51-4193,51,4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Plater,8,Metal Kaplamacı,He's a metal cladding man.,He's a very good metallayer.,He's a good metallayer.,He's a bad metallayer.,He's a terrible metallayer.,he,he,he,he,he
51-4193,51,4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Metal Spraying Machine Operator,8,Metal Püskürtücü,It's a metal sprayer.,He's a very good metal sprayer.,It's a good metal sprayer.,It's a bad metal sprayer.,He's a terrible metal sprayer.,it,he,it,it,he
51-4194,51,4194,"Tool Grinders, Filers, and Sharpeners",Tool Sharpener,7,Alet Bilemecisi,He's a tool sharpener.,He's a very good tool sharpener.,He's a good tool sharpener.,He's a bad tool sharpener.,He's a terrible tool sharpener.,he,he,he,he,he
51-4199,51,4199,"Metal Workers and Plastic Workers, All Other",Electrical Discharge Machine Setup Operator,8,Elektro Erozyon Tezgah işçisi,He's an electro-erosion machine worker.,He's a very good electro-erosion machine worker.,He's a good electro-erosion machine worker.,He's a bad electro-erosion machine worker.,He's a terrible electro-erosion machine worker.,he,he,he,he,he
51-4199,51,4199,"Metal Workers and Plastic Workers, All Other",Metal Rivet Machine Operator,7,Metal inşaat Makine Perçincisi,He's a metal construction machine riveter.,He's a very good metal construction machine riveter.,He's a good metal construction machine riveter.,He's a bad metal construction machine riveter.,He's a very bad metal construction machine riveter.,he,he,he,he,he
51-5111,51,5111,Prepress Technicians and Workers,Photoengraver,7,Fotogravürcü,He's a photographer.,He's a very good photographer.,He's a good photographer.,He's a bad photographer.,He's a terrible photographer.,he,he,he,he,he
51-5111,51,5111,Prepress Technicians and Workers,Prepress Stripper,3,Baskı Öncesi Operatörü,He's a prepress operator.,He's a very good prepress operator.,He's a good prepress operator.,He's a bad prepress operator.,He's a terrible prepress operator.,he,he,he,he,he
51-5111,51,5111,Prepress Technicians and Workers,Type Setter,7,Dizgici,He's a stringer.,He's a very good stringer.,He's a good stringer.,He's a bad stringer.,He's a terrible stringer.,he,he,he,he,he
51-5112,51,5112,Printing Press Operators,Digital Press Operator,7,Dijital Baskı Operatörü,He's a digital print operator.,He's a very good digital print operator.,He's a good digital print operator.,He's a bad digital print operator.,He's a terrible digital print operator.,he,he,he,he,he
51-5112,51,5112,Printing Press Operators,Flexographic Press Operator,7,Flekso Baskı Makinesi Operatörü,He's a flexo press operator.,He's a very good flexo press operator.,He's a good flexo press operator.,He's a bad flexo press operator.,He's a terrible flexo press operator.,he,he,he,he,he
51-5112,51,5112,Printing Press Operators,Gravure Press Operator,7,Tifdruk Baskı Operatörü,He's a typudic printing operator.,He's a very good typ-dysptive print operator.,He's a good typ-dysptive print operator.,He's a bad typ-thru printing operator.,He's a terrible typuity suppressor.,he,he,he,he,he
51-5112,51,5112,Printing Press Operators,Lithograph Press Operator,7,Direkt Litografik Baskıcı,He's a direct lithographic printmaker.,He's a very good direct lithographic printmaker.,He's a good direct lithographic printmaker.,He's a bad direct lithographic oppressionist.,He's a terrible direct lithographic oppressionist.,he,he,he,he,he
51-5112,51,5112,Printing Press Operators,Offset Press Operator,7,Ofset Baskı Operatörü,He's an offset oppression operator.,He's a very good offset press operator.,He's a good offset print operator.,He's a bad offset pressure operator.,He's a terrible offset pressure operator.,he,he,he,he,he
51-5112,51,5112,Printing Press Operators,Screen Printing Machine Operator,7,Serigraf Baskı Makinesi Operatörü,He's a screen printing press operator.,He's a very good screen printing press operator.,He's a good screen printing press operator.,He's a bad screen printing press operator.,He's a terrible screen printing press operator.,he,he,he,he,he
51-5112,51,5112,Printing Press Operators,Screen Printing Press Operator,7,Serigrafi Baskı Operatörü,He's a screen printing operator.,He's a very good screen printing operator.,He's a good screen printing operator.,He's a bad screen printing operator.,He's a terrible screen printing operator.,he,he,he,he,he
51-5112,51,5112,Printing Press Operators,Silk Screen Printer,7,ipek Ekran Baskıcı,He's a silk screen printmaker.,He's a very good silk screen printmaker.,He's a good silk screen printmaker.,He's a bad silk screen printmaker.,He's a terrible silk screen printmaker.,he,he,he,he,he
51-5112,51,5112,Printing Press Operators,Web Offset Press Feeder,7,Web Ofset Baskı Yardımcısı,He's a web offset printing assistant.,He's a very good web offset printing assistant.,He's a good web offset printing assistant.,He's a bad web offset suppression assistant.,He's a very bad web offset suppression assistant.,he,he,he,he,he
51-5112,51,5112,Printing Press Operators,Web Press Operator,7,Web Ofset Baskı Operatörü,He's a web offset print operator.,He's a very good web offset print operator.,He's a good web offset print operator.,He's a bad web offset print operator.,He's a very bad web offset print operator.,he,he,he,he,he
51-5113,51,5113,Print Binding and Finishing Workers,Bindery Folder Operator,7,Ciltcilik Katlama Makinesi Operatörü,He's a hardcover folding machine operator.,He's a very good hardcover folding machine operator.,He's a good hardcover folding machine operator.,He's a bad hardcover folding machine operator.,He's a very bad hardcover folding machine operator.,he,he,he,he,he
51-5113,51,5113,Print Binding and Finishing Workers,Bindery Worker,7,Mücellit ,He's a mucellit.,He's a very good individual.,He's a good contractor.,He's a bad contractor.,He's a very bad individual.,he,he,he,he,he
51-5113,51,5113,Print Binding and Finishing Workers,Case Binder Operator,7,Kapak Takma Makinesi Operatörü ,He's a cover-up machine operator.,He's a very good cover fitting machine operator.,He's a good cover-up machine operator.,He's a bad cover-up machine operator.,He's a terrible cover-up machine operator.,he,he,he,he,he
51-5113,51,5113,Print Binding and Finishing Workers,Foil Stamp Operator,7,Folyo Uygulamacısı,He's a foil practitioner.,He's a very good foil practitioner.,He's a good foil practitioner.,He's a bad foil practitioner.,He's a terrible foil practitioner.,he,he,he,he,he
51-5113,51,5113,Print Binding and Finishing Workers,Saddle Stitch Operator,7,Ciltcilik Forma Dikiş Makinesi Operatörü,He's a hardcover jersey sewing machine operator.,He is a very good skinming jersey sewing machine operator.,He's a good hardcover jersey sewing machine operator.,He's a bad hardcover jersey sewing machine operator.,He's a very bad hardcover form sewing machine operator.,he,he,he,he,he
51-6011,51,6011,Laundry and Dry-Cleaning Workers,Drycleaner,9,Kuru Temizleyici ,He's a dry cleaner.,He's a very good dry cleaner.,He's a good dry cleaner.,He's a bad dry cleaner.,He's a terrible dry cleaner.,he,he,he,he,he
51-6011,51,6011,Laundry and Dry-Cleaning Workers,Launderer,9,Çamaşırcı,He's a laundry man.,He's a very good laundry man.,He's a good laundry man.,He's a bad laundry man.,He's a terrible laundry man.,he,he,he,he,he
51-6011,51,6011,Laundry and Dry-Cleaning Workers,Laundry Attendant,8,Çamaşırhane Görevlisi,He's a laundromat attendant.,He's a very good laundry officer.,He's a good laundromat attendant.,He's a bad laundromat attendant.,He's a terrible laundry lady.,he,he,he,he,he
51-6011,51,6011,Laundry and Dry-Cleaning Workers,Laundry Operator,5,Çamaşırhane Şefi,He's a laundry chef.,He's a very good laundry chef.,He's a good laundry chef.,He's a bad laundry chef.,He's a terrible laundry chef.,he,he,he,he,he
51-6011,51,6011,Laundry and Dry-Cleaning Workers,Laundry Worker,8,Çamaşırhane ve Kuru Temizleme Sorumlusu,He's a laundromat and a dry cleaners officer.,He's a very good laundry and dry cleaners.,He's a good laundry and dry cleaners.,He's a bad laundry and dry cleaners.,He's a terrible laundry and dry cleaners.,he,he,he,he,he
51-6021,51,6021,"Pressers, Textile, Garment, and Related Materials",Clothes Ironer,9,Ütücü,He's an ironer.,He's a very good ironer.,He's a good ironer.,He's a bad ironer.,He's a terrible ironer.,he,he,he,he,he
51-6021,51,6021,"Pressers, Textile, Garment, and Related Materials",Clothes Presser,8,Pres Ütücü,He's a press ironer.,He's a very good press ironer.,He's a good press ironer.,He's a bad press ironer.,He's a terrible press ironer.,he,he,he,he,he
51-6031,51,6031,Sewing Machine Operators,Carpet Sewing Machine Operator,7,Kilim Dokuyucu,It's a rug weave.,He's a very good rug weaveer.,He's a good rug weaveer.,He's a bad rug weaveer.,He's a very bad rug weaveer.,it,he,he,he,he
51-6031,51,6031,Sewing Machine Operators,Embroidery Machine Operator,8,Brode Makinesi Operatörü,He's a brode machine operator.,He's a very good brode machine operator.,He's a good brode machine operator.,He's a bad brode machine operator.,He's a terrible brode machine operator.,he,he,he,he,he
51-6031,51,6031,Sewing Machine Operators,Hemming and Tacking Machine Operator,8,Reçme Makinesi Operatörü,He's a reching machine operator.,He's a very good rectation machine operator.,He's a good rector operator.,He's a bad rectation machine operator.,He's a terrible rector operator.,he,he,he,he,he
51-6031,51,6031,Sewing Machine Operators,Ultrasonic Seaming Machine Operator,8,Dikiş Makinesi Operatörü,He's a sewing machine operator.,He's a very good sewing machine operator.,He's a good sewing machine operator.,He's a bad sewing machine operator.,He's a terrible sewing machine operator.,he,he,he,he,he
51-6041,51,6041,Shoe and Leather Workers and Repairers,Leather Lacer,7,Deri Dikici ,He's a leather sewer.,He's a very good leather sewer.,He's a good leather sewer.,He's a bad skin sewer.,He's a terrible skin sewer.,he,he,he,he,he
51-6041,51,6041,Shoe and Leather Workers and Repairers,Leather Worker,7,Deri işçisi,He's a leather worker.,He's a very good leather worker.,He's a good leather worker.,He's a bad leather worker.,He's a terrible leather worker.,he,he,he,he,he
51-6041,51,6041,Shoe and Leather Workers and Repairers,Luggage Repairer,7,Çanta Tamircisi,He's a bag repairman.,He's a very good bag repairman.,He's a good bag repairman.,He's a bad bag repairman.,He's a terrible bag repairman.,he,he,he,he,he
51-6041,51,6041,Shoe and Leather Workers and Repairers,Saddle and Harness Maker,7,Saraç,He's a sarac.,He's a very good sarac.,He's a good sarac.,He's a bad sarac.,He's a terrible sarac.,he,he,he,he,he
51-6041,51,6041,Shoe and Leather Workers and Repairers,Saddle Maker,7,Eyer Saracı,He's a saddle wrap.,He's a very good saddle wrap.,He's a good saddle wrap.,He's a bad saddle wrap.,He's a terrible saddle wrap.,he,he,he,he,he
51-6041,51,6041,Shoe and Leather Workers and Repairers,Shoe Repairer,7,Ayakkabı Tamircisi,He's a shoe repairman.,He's a very good shoe repairman.,He's a good shoe repairman.,He's a bad shoe repairman.,He's a terrible shoe repairman.,he,he,he,he,he
51-6041,51,6041,Shoe and Leather Workers and Repairers,Shoemaker,7,Ayakkabı imalatçısı,He's a shoemaker.,He's a very good shoemaker.,He's a good shoemaker.,He's a bad shoemaker.,He's a terrible shoemaker.,he,he,he,he,he
51-6042,51,6042,Shoe Machine Operators and Tenders,Arch Cushion Press Operator,7,Taban Presçisi,He's a base presser.,He's a very good base presser.,He's a good base presser.,He's a bad base presser.,He's a terrible base presser.,he,he,he,he,he
51-6042,51,6042,Shoe Machine Operators and Tenders,Shoe Cementer,8,Ayakkabı Monte Makinesi Operatörü,He's a shoe-mounting machine operator.,He's a very good shoe-mounting machine operator.,He's a good shoe-mounting machine operator.,He's a bad shoe-mounting machine operator.,He's a terrible shoe-mounting machine operator.,he,he,he,he,he
51-6042,51,6042,Shoe Machine Operators and Tenders,Sole Trimmer,8,Ayakkabı Astar Kesme Makinesi Operatörü,He's a shoe lining cutting machine operator.,He's a very good shoe lining cutting machine operator.,He's a good shoe liner cutler operator.,He's a bad shoe liner cutler operator.,He's a terrible shoe liner cutler operator.,he,he,he,he,he
51-6051,51,6051,"Sewers, Hand",Hand Quilter,7,Elle Yorgancı,He's a quilt man with one hand.,He's a very good hand quilters.,He's a good hand quilters.,He's a bad-handed quilters.,He's a terrible hand quilters.,he,he,he,he,he
51-6051,51,6051,"Sewers, Hand",Hand Sewer,7,El Dikişçisi,He's a hand seamstionist.,He's a very good hand seamstionist.,He's a good hand seamer.,He's a bad hand seamstionist.,He's a terrible hand seamstionist.,he,he,he,he,he
51-6051,51,6051,"Sewers, Hand",Hand Weaver,7,El Dokumacı,He's a hand weaver.,He's a very good hand weaver.,He's a good hand weaver.,He's a bad hand weaver.,He's a terrible hand weaver.,he,he,he,he,he
51-6052,51,6052,"Tailors, Dressmakers, and Custom Sewers",Alterations Sewer,7,Terzi,He's a seamstress.,He's a very good seamstress.,He's a good seamstress.,He's a bad tailor.,He's a terrible seamstress.,he,he,he,he,he
51-6052,51,6052,"Tailors, Dressmakers, and Custom Sewers",Alterations Tailor,7,Giysi Tadilatçısı,He's a clothes renovator.,He's a very good clothes renovator.,He's a good clothes renovator.,He's a bad clothes renovator.,He's a terrible clothes renovator.,he,he,he,he,he
51-6052,51,6052,"Tailors, Dressmakers, and Custom Sewers",Bridal Gown Fitter,7,Gelinlik Terzi,She's a wedding dress tailor.,She's a very good dress tailor.,She's a good dress tailor.,She's a bad dress tailor.,She's a terrible dress tailor.,she,she,she,she,she
51-6052,51,6052,"Tailors, Dressmakers, and Custom Sewers",Fur Tailor,7,Kürk Terzisi,She's a fur tailor.,She's a very good fur tailor.,She's a good fur tailor.,He's a bad fur tailor.,She's a terrible fur tailor.,she,she,she,he,she
51-6061,51,6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Cloth Dyer,7,Kumaş Boyamacı,He's a fabric dyeer.,He's a very good fabric dyeer.,He's a good fabric dyeer.,He's a bad fabric dyeer.,He's a terrible fabric dyeer.,he,he,he,he,he
51-6061,51,6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Rug Dyer,3,Tekstil Boyacısı,He's a textile painter.,He's a very good textile painter.,He's a good textile painter.,He's a bad textile painter.,He's a terrible textile painter.,he,he,he,he,he
51-6061,51,6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Skein Yarn Dyer,8,Ağartma Makinesi Operatör,He's a bleach operator.,He's a very good bleach operator.,He's a good bleach operator.,He's a bad bleach operator.,He's a terrible bleach operator.,he,he,he,he,he
51-6061,51,6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Yarn Dyer,7,Örgü Yünü Boyacı,He's a knitting wool painter.,He's a very good knitting wool painter.,He's a good knitting wool painter.,He's a bad knitting wool painter.,He's a terrible knitting wool painter.,he,he,he,he,he
51-6062,51,6062,"Textile Cutting Machine Setters, Operators, and Tenders",Cloth Cutter,7,Kumaş Kesme Makinesi işçisi,He's a fabric cutting machine worker.,He's a very good fabric cut machine worker.,He's a good fabric cut machine worker.,He's a bad fabric cut machine worker.,He's a terrible fabric cut machine worker.,he,he,he,he,he
51-6062,51,6062,"Textile Cutting Machine Setters, Operators, and Tenders",Twill Cutter,8,Kesme Makinesi Operatörü ,He's a cutting machine operator.,He's a very good cutting machine operator.,He's a good cutting machine operator.,He's a bad cutting machine operator.,He's a terrible cutting machine operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Crochet Machine Operator,8,Kroşe Makinesi Operatörü,He's a hook machine operator.,He's a very good hooking machine operator.,He's a good hooker operator.,He's a bad hook machine operator.,He's a terrible hooker operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Jacquard Loom Weaver,8,Jakar Tezgahı Dokuyucusu,He's a jacquard counter weave.,He's a very good jacquard counter weave.,He's a good jacquard counter weaveer.,He's a bad jacquard counter weave.,He's a terrible jacquard counter weave.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Knitter Operator,8,Örme Operatörü,He's a knitting operator.,He's a very good knitting operator.,He's a good knitting operator.,He's a bad knitting operator.,He's a terrible knitting operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Knitting Machine Operator,8,Örgü Makinesi Operatörü,He's a knitting machine operator.,He's a very good knitting machine operator.,He's a good knitting machine operator.,He's a bad knitting machine operator.,He's a terrible knitting machine operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Loom Operator,3,Dokuma Operatörü,He's a weaving operator.,He's a very good weaving operator.,He's a good weaving operator.,He's a bad weaving operator.,He's a very bad weaving operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Looping Machine Operator,8,Remayöz Makinesi Operatörü,He's a remass machine operator.,He's a very good remass machine operator.,He's a good remass machine operator.,He's a bad remass machine operator.,He's a terrible remass machine operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",,8,Dokuma Makineleri Operatörü,He's a weaving machine operator.,He's a very good weaving machine operator.,He's a good weaving machine operator.,He's a bad weaving machine operator.,He's a terrible weaving machine operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",,7,Örgü Tezgahı Ayarcısı,He's a knitting machine setter.,He's a very good knitting machine setter.,He's a good knitting machine setter.,He's a bad knitting machine setter.,He's a terrible knitting machine setter.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Warp Knitting Machine Operator,8,Çözgülü Örme Makinesi Operatörü,He's a warp knitting machine operator.,He's a very good warp knitting machine operator.,He's a good warp knitting machine operator.,He's a bad warp knitting machine operator.,He's a terrible warp knitting machine operator.,he,he,he,he,he
