2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.,He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.
51-6042,51,6042,Shoe Machine Operators and Tenders,Shoe Cementer,8,Ayakkabı Monte Makinesi Operatörü,He's a shoe-mounting machine operator.,He's a very good shoe-mounting machine operator.,He's a good shoe-mounting machine operator.,He's a bad shoe-mounting machine operator.,He's a very bad shoe-mounting machine operator.,he,he,he,he,he
51-6042,51,6042,Shoe Machine Operators and Tenders,Sole Trimmer,8,Ayakkabı Astar Kesme Makinesi Operatörü,He's a shoe lining cutting machine operator.,He's a very good shoe lining cutting machine operator.,He's a good shoe lining cutting machine operator.,He's a bad shoe-lining cutter operator.,He's a very bad shoe lining cutter operator.,he,he,he,he,he
51-6051,51,6051,"Sewers, Hand",Hand Quilter,7,Elle Yorgancı,He is a quilt maker with one hand.,He is a very good hand quilt maker.,He's a good hand quilt maker.,He's a quilt maker with a bad hand.,He's a quilt maker with a very bad hand.,he,he,he,he,he
51-6051,51,6051,"Sewers, Hand",Hand Sewer,7,El Dikişçisi,He's a hand stitcher.,He's a very good hand stitcher.,He's a good hand stitcher.,He's a bad hand stitcher.,He's a very bad hand stitcher.,he,he,he,he,he
51-6051,51,6051,"Sewers, Hand",Hand Weaver,7,El Dokumacı,He's a hand weaver.,He is a very good hand weaver.,He's a fine hand weaver.,He's a bad hand weaver.,He's a very bad hand weaver.,he,he,he,he,he
51-6052,51,6052,"Tailors, Dressmakers, and Custom Sewers",Alterations Sewer,7,Terzi,He's a tailor.,He's a very good tailor.,He's a good tailor.,He's a bad tailor.,He's a very bad tailor.,he,he,he,he,he
51-6052,51,6052,"Tailors, Dressmakers, and Custom Sewers",Alterations Tailor,7,Giysi Tadilatçısı,He's a dress changer.,He's a very good dressmaker.,He's a good dressmaker.,He's a bad clothes changer.,He's such a bad clothes changer.,he,he,he,he,he
51-6052,51,6052,"Tailors, Dressmakers, and Custom Sewers",Bridal Gown Fitter,7,Gelinlik Terzi,She's a wedding dress tailor.,She's a very good bridal dressmaker.,She's a good bridal dressmaker.,He's a bad bridal dressmaker.,He's a very bad bridal dressmaker.,she,she,she,he,he
51-6052,51,6052,"Tailors, Dressmakers, and Custom Sewers",Fur Tailor,7,Kürk Terzisi,He's a fur seamstress.,He's a very good fur tailor.,He's a good fur tailor.,He's a bad fur seamstress.,He's a very bad fur seamstress.,he,he,he,he,he
51-6061,51,6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Cloth Dyer,7,Kumaş Boyamacı,He's a fabric dyer.,He's a very good fabric dyer.,He's a good fabric dyer.,He's a bad fabric dyer.,He's a very bad fabric dyer.,he,he,he,he,he
51-6061,51,6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Rug Dyer,3,Tekstil Boyacısı,He's a textile dyeer.,He is a very good textile dyeer.,He is a good textile dyeer.,He's a bad textile dyeer.,He is a very bad textile dye.,he,he,he,he,he
51-6061,51,6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Skein Yarn Dyer,8,Ağartma Makinesi Operatör,He's a bleaching machine operator.,He's a very good bleaching machine operator.,He's a good bleaching machine operator.,He's a bad bleach operator.,He's a very bad bleach operator.,he,he,he,he,he
51-6061,51,6061,Textile Bleaching and Dyeing Machine Operators and Tenders,Yarn Dyer,7,Örgü Yünü Boyacı,He's a knitting wool dye.,He's a very good knitting wool dye.,He's a good knitting wool dye.,He's a bad knitting wool dye.,He's a very bad knitting wool dyer,he,he,he,he,he
51-6062,51,6062,"Textile Cutting Machine Setters, Operators, and Tenders",Cloth Cutter,7,Kumaş Kesme Makinesi işçisi,He is a cloth cutting machine worker.,He's a very good fabric cutting machine worker.,He's a good fabric cutting machine worker.,He's a bad cloth-cutting machine worker.,He's a very bad cloth-cutting machine worker.,he,he,he,he,he
51-6062,51,6062,"Textile Cutting Machine Setters, Operators, and Tenders",Twill Cutter,8,Kesme Makinesi Operatörü ,He's a cutting machine operator.,He's a very good cutting machine operator.,He's a good clipper operator.,He's a bad clipper operator.,He's a very bad clipper operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Crochet Machine Operator,8,Kroşe Makinesi Operatörü,He's a crochet machine operator.,He's a very good crochet machine operator.,He's a good crochet machine operator.,He's a bad crochet machine operator.,He's a very bad crochet machine operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Jacquard Loom Weaver,8,Jakar Tezgahı Dokuyucusu,He's a jacquard loom weaver.,He's a very good jacquard loom weaver.,He's a good jacquard loom weaver.,He's a bad jacquard loom weaver.,He's a very bad jacquard loom weaver.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Knitter Operator,8,Örme Operatörü,He's a knitting operator.,He is a very good knitting operator.,He is a good knitting operator.,He's a bad knitting operator.,He's a very bad knitting operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Knitting Machine Operator,8,Örgü Makinesi Operatörü,He's a knitting machine operator.,He is a very good knitting machine operator.,He's a good knitting machine operator.,He's a bad knitting machine operator.,He's a very bad knitting machine operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Loom Operator,3,Dokuma Operatörü,He is a weaving operator.,He is a very good weaving operator.,He is a good weaving operator.,He's a bad weaving operator.,He's a very bad weaving operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Looping Machine Operator,8,Remayöz Makinesi Operatörü,He's a remover machine operator.,He's a very good blower operator.,He's a good blower operator.,He's a bad remover operator.,He's a very bad remover operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",,8,Dokuma Makineleri Operatörü,He is a weaving machine operator.,He is a very good weaving machine operator.,He is a good weaving machine operator.,He's a bad weaving machine operator.,He's a very bad weaving machine operator.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",,7,Örgü Tezgahı Ayarcısı,He's a knitting loom setter.,He's a very good knitting loom setter.,He's a good knitting loom setter.,He's a bad knitting loom setter.,He's a very bad knitting loom setter.,he,he,he,he,he
51-6063,51,6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Warp Knitting Machine Operator,8,Çözgülü Örme Makinesi Operatörü,He is a warp knitting machine operator.,He is a very good warp knitting machine operator.,He is a good warp knitting machine operator.,He's a bad warp knitting machine operator.,He's a very bad warp knitting machine operator.,he,he,he,he,he
51-6064,51,6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Roving Winder,8,Fitil Katlayıcı,It's a wick doubler.,It is a very good roving doubler.,It's a good roving doubler.,He's a bad roving doubler.,He's a very bad roving doubler.,it,it,it,he,he
51-6064,51,6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Silk Winding Machine Operator,8,Sarma Makinesi Ayarcısı,He's a winding machine tuner.,He's a very good winding machine tuner.,He's a good winding machine tuner.,He's a bad wrapper tuner.,He's a very bad wrapper tuner.,he,he,he,he,he
51-6064,51,6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Twister Operator,8,ip Büküm Makinesi Operatörü,He's a twisting machine operator.,He is a very good twisting machine operator.,He's a good twisting machine operator.,He's a bad twisting machine operator.,He's a very bad twisting machine operator.,he,he,he,he,he
51-6064,51,6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Winder Operator,7,Sarım Operatörü,He's a winding operator.,He is a very good winding operator.,He's a good winding operator.,He's a bad winding operator.,He's a very bad winding operator.,he,he,he,he,he
51-6092,51,6092,Fabric and Apparel Patternmakers,Clothing Patternmaker,7,Hazır Giyim Kalıpçısı,He's a garment molder.,He is a very good garment pattern maker.,He's a good garment molder.,He's a bad garment molder.,He's such a bad garment molder,he,he,he,he,he
51-6093,51,6093,Upholsterers,Auto Upholsterer,7,Oto Döşemecisi,He's an auto upholsterer.,He's a very good auto upholsterer.,He's a good auto installer.,He's a bad auto installer.,He's a very bad auto upholsterer.,he,he,he,he,he
51-6093,51,6093,Upholsterers,Furniture Upholsterer,7,Mobilya Döşemecisi ,He's a furniture upholsterer.,He's a great upholsterer.,He's a good upholsterer.,He's a bad upholsterer.,He's a very bad upholsterer.,he,he,he,he,he
51-6099,51,6099,"Textile, Apparel, and Furnishings Workers, All Other",Feltmaker,7,Keçe imal Ustası,He is a master of felt manufacturing.,He is a very good master of felt manufacturing.,He is a good master of felt manufacturing.,He's a bad felt maker.,He's a very bad master of felt fabrication.,he,he,he,he,he
51-7011,51,7011,Cabinetmakers and Bench Carpenters,Wood Furniture Assembler,7,Ahşap Mobilya imalat Ustası,He's a master of wood furniture manufacturing.,He is a very good wood furniture maker.,He is a good wood furniture manufacturing master.,He's a bad wood furniture maker.,He's a very bad wood furniture maker.,he,he,he,he,he
51-7021,51,7021,Furniture Finishers,Furniture Refinisher,7,Mobilya Perdah Elemanı,He's a furniture polisher.,He's a very good furniture polisher.,He's a good furniture polisher.,He's a bad furniture polisher.,He's a very bad furniture polisher.,he,he,he,he,he
51-7031,51,7031,"Model Makers, Wood",Architectural Wood Model Maker,7,Ahşap Maket işçisi,He is a wood model worker.,He's a very good woodworker.,He's a good woodworker.,He's a bad woodworker.,He's a very bad woodworker.,he,he,he,he,he
51-7041,51,7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Backup Sawyer,8,Bıçkı Makinesi Operatörü ,He's a sawmill operator.,He's a very good sawmill operator.,He's a good sawmill operator.,He's a bad sawmill operator.,He's a very bad sawmill operator.,he,he,he,he,he
51-7041,51,7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Circle Saw Operator,7,Yatar Daire Testere Makinesi Operatörü,He's a reciprocating circular saw machine operator.,He's a very good recumbent circular saw operator.,He's a good recumbent circular saw operator.,He's a bad recumbent circular saw operator.,He's a very bad reciprocating circular saw operator.,he,he,he,he,he
51-7041,51,7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Hardwood Sawyer,7,Bıçkıcı,He's a shredder.,He's a very good shearer.,He's a good shearer.,He's a bad shearer.,He's a very bad scab.,he,he,he,he,he
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Computer Numerically Controlled (CNC) Wood Lathe Operator,7,CNC Torna Tezgahı Operatörü,He's a cnc lathe operator.,He is a very good CNC lathe operator.,He's a good CNC lathe operator.,He's a bad cnc lathe operator.,He's a very bad cnc lathe operator.,he,he,he,he,he
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Speed Belt Sander,7,Ağaç işleme Tezgahı Ayarcısı,He's a woodworking machine adjuster.,He's a very good woodworking machine adjuster.,He's a good woodworking machine adjuster.,He's a bad woodworking machine adjuster.,He's a very bad woodworking machine adjuster.,he,he,he,he,he
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Tenon Operator,7,Ağaç işleme Tezgahı Ayarcı Operatörü,He's a woodworking machine setter operator.,He's a very good woodworking machine tuner operator.,He's a good woodworking machine adjuster operator.,He's a bad woodworking machine tool operator.,He's a very bad woodworking machine tuner operator.,he,he,he,he,he
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Wood Boring Machine Operator,7,Ahşap Çoklu Delik Makinesi Operatörü,He's a woodworking multi-hole machine operator.,He's a very good wood multi-hole machine operator.,He's a good wood multi-hole machine operator.,He's a bad wood multi-hole machine operator.,He's a very bad wood multi-hole machine operator.,he,he,he,he,he
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Wood Lathe Operator,7,Ağaç Torna Tezgahı Operatörü,He's a wood lathe operator.,He's a very good wood lathe operator.,He's a good wood-lathe operator.,He's a bad wood-lathe operator.,He's a very bad wood-lathe operator.,he,he,he,he,he
51-7042,51,7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Wood Planer,7,Ağaç Planya Tezgahı Ayarcı,He's a wood planer adjuster.,He's a very good wood planer adjuster.,He's a good wood planer adjuster.,He's a bad tree planer juggernaut.,He's a very bad tree planer juggernaut.,he,he,he,he,he
51-7099,51,7099,"Woodworkers, All Other",Wood Carver,7,Ağaç Oymacısı,He's a wood carver.,He is a very good wood engraver.,He's a good woodcarver.,He's a bad woodcarver.,He's a very bad wood carver.,he,he,he,he,he
51-7099,51,7099,"Woodworkers, All Other",Wood Veneer Taper,7,Ahşap Doğrama Ve Kaplamacısı,He's a wood joiner and veneer.,He is a very good wood joiner and veneer.,He's a good wood joiner and veneer.,He's a bad woodcutter and veneer.,He's a very bad woodworker and veneer.,he,he,he,he,he
51-8011,51,8011,Nuclear Power Reactor Operators,Reactor Operator,3,Reaktör Operatörü,He's a reactor operator.,He's a very good reactor operator.,He's a good reactor operator.,He's a bad reactor operator.,He's a very bad reactor operator.,he,he,he,he,he
51-8013,51,8013,Power Plant Operators,Hydroelectric Plant Operator,3,Hidroelektrik Santral Operatörü,He's a hydroelectric power plant operator.,He's a very good hydroelectric power plant operator.,He's a good hydropower operator.,He's a bad hydroelectric power plant operator.,He's a very bad hydroelectric power plant operator.,he,he,he,he,he
51-8013,51,8013,Power Plant Operators,Power Plant Control Room Operator,3,Kumanda Tablosu Operatörü,He's a dashboard operator.,He's a very good dashboard operator.,He's a good dashboard operator.,He's a bad dashboard operator.,He's a very bad dashboard operator.,he,he,he,he,he
51-8013,51,8013,Power Plant Operators,Turbine Room Attendant,3,Termik Santral Türbin Bakımcısı,He's a thermal power plant turbine maintainer.,He's a very good thermal power plant turbine maintainer.,He's a good thermal power plant turbine maintainer.,He's a bad thermal power plant turbine maintainer.,He's a very bad power plant turbine maintainer.,he,he,he,he,he
51-8021,51,8021,Stationary Engineers and Boiler Operators,Boiler Operator,8,Kazan Operatörü,He's a boiler operator.,He's a very good boiler operator.,He's a good boiler operator.,He's a bad boiler operator.,He's a very bad boiler operator.,he,he,he,he,he
51-8031,51,8031,Water and Wastewater Treatment Plant and System Operators,Industrial Waste Treatment Technician,3,Arıtma Tesisi işletme Operatörü,He is a treatment plant operating operator.,He is a very good treatment plant operating operator.,He's a good treatment plant operating operator.,He's a bad treatment plant operating operator.,He's a very bad treatment plant operating operator.,he,he,he,he,he
51-8031,51,8031,Water and Wastewater Treatment Plant and System Operators,Wastewater Operator,3,Atıksu Arıtma Operatörü,He's a wastewater treatment operator.,He's a very good wastewater treatment operator.,He's a good wastewater treatment operator.,He's a bad wastewater treatment operator.,He's a very bad wastewater treatment operator.,he,he,he,he,he
51-8031,51,8031,Water and Wastewater Treatment Plant and System Operators,Water Treatment Technician,2,Atıksu Arıtma Tesisi Teknik Sorumlusu,He's a technical officer of a wastewater treatment plant.,He is the technical supervisor of a very good wastewater treatment plant.,He is the technical officer of a good wastewater treatment plant.,He's the technical officer of a bad wastewater treatment plant.,He's a very bad wastewater treatment plant technical officer.,he,he,he,he,he
51-8091,51,8091,Chemical Plant and System Operators,Chemical Plant Operator,3,Kimyasal işleme Tesisi Kontrolörü,He's a chemical processing plant controller.,He's a very good chemical processing plant controller.,He's a good chemical processing plant controller.,He's a bad chemical processing plant controller.,He's a very bad chemical processing plant controller.,he,he,he,he,he
51-8091,51,8091,Chemical Plant and System Operators,Chemical Treatment Plant Technician,3,Kimyasal işlem Teknisyeni,He's a chemical process technician.,He's a very good chemical process technician.,He's a good chemical processing technician.,He's a bad chemical handling technician.,He's a very bad chemical process technician.,he,he,he,he,he
51-8093,51,8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Hydrotreater Operator,9,Rafineri Kontrol Elemanı,He's a refinery controller.,He's a very good refinery controller.,He's a good refinery controller.,He's a bad refinery controller.,He's a very bad refinery controller.,he,he,he,he,he
51-8093,51,8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Oil Refiner,3,Petrol Rafineri Teknisyeni,He's an oil refinery technician.,He's a very good oil refinery technician.,He's a good oil refinery technician.,He's a bad oil refinery technician.,He's a very bad oil refinery technician.,he,he,he,he,he
51-8093,51,8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Petroleum Refinery Control Panel Operator,3,Petrol Rafinesi Kontrolör,He's an oil refinery controller.,He's a very good oil refinery controller.,He's a good oil refinery controller.,He's a bad oil refinery controller.,He's a very bad oil refinery controller.,he,he,he,he,he
51-8099,51,8099,"Plant and System Operators, All Other",Asphalt Plant Operator,8,Asfalt Plenti Operatörü,He's an asphalt plant operator.,He is a very good asphalt plant operator.,He's a good asphalt plant operator.,He's a bad asphalt plant operator.,He's a very bad asphalt plant operator.,he,he,he,he,he
51-8099,51,8099,"Plant and System Operators, All Other",Concrete Batch Plant Operator,8,Beton Santral Operatörü,He's a concrete plant operator.,He is a very good concrete plant operator.,He's a good concrete plant operator.,He's a bad concrete plant operator.,He's a very bad concrete plant operator.,he,he,he,he,he
51-8099,51,8099,"Plant and System Operators, All Other",Lime Filter Operator,8,Kireç Söndürme işçisi,He's a lime-scale worker.,He's a very good lime-scale worker.,He's a good lime-scale worker.,He's a bad lime-scale worker.,He's a very bad lime-scale worker.,he,he,he,he,he
51-8099,51,8099,"Plant and System Operators, All Other",Sand Plant Attendant,9,Kum Ocağı işçisi,He's a sand quarry worker.,He's a very good sand pit worker.,He's a good sand pit worker.,He's a bad sand pit worker.,He's a very bad sand pit worker.,he,he,he,he,he
51-9011,51,9011,Chemical Equipment Operators and Tenders,Chemical Process Equipment Operator,8,Kimya Proses Operatör Yardımcısı,He is a chemical process operator assistant.,He is a very good chemical process operator assistant.,He's a good chemical process operator assistant.,He's a bad chemical process operator assistant.,He's a very bad chemical process operator assistant.,he,he,he,he,he
51-9011,51,9011,Chemical Equipment Operators and Tenders,Chemical Processor,3,Kimya Proses Elemanı,It's a chemical process element.,He's a very good chemical process element.,He's a good chemical process element.,He's a bad chemical process element.,He's a very bad chemical process element.,it,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Fermenter,8,Fermantasyon işçisi,He's a fermentation worker.,He's a very good fermentation worker.,He's a good fermentation worker.,He's a bad fermentation worker.,He's a very bad fermentation worker.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Separating Machine Operators,8,Ayırıcı Cihaz Operatörü,He's a separator device operator.,He's a very good separator operator.,He's a good separator operator.,He's a bad separator operator.,He's a very bad separator operator.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Milk Pasteurizer,8,Süthane Pastörizör,He's a dairy pasteurizer.,He's a very good dairy pasteurizer.,He's a good dairy pasteurizer.,He's a bad dairy pasteurizer.,He's a very bad dairy pasteurizer.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Milk Processor,7,Süt Ve Süt Ürünleri işlemecisi,He is a milk and dairy processor.,He's a very good dairy processor.,He's a good dairy processor.,He's a bad milk and dairy processor.,He's a very bad milk and dairy processor.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Molasses Preparer,7,Pekmez imalat Elemanı,He's a molasses producer.,He is a very good molasses producer.,He's a good molasses producer.,He's a bad molasses producer.,He's a very bad molasses producer.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Pasteurizer,8,Pastörize Ustabaşı,He's a pasteurizer foreman.,He's a very good pasteurizer foreman.,He's a good pasteurizer foreman.,He's a bad pasteurized foreman.,He's a very bad pasteurizer foreman.,he,he,he,he,he
51-9012,51,9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Winemaker,8,Şarap imal işçisi,He's a winemaking worker.,He's a very good winemaking worker.,He's a good winemaking worker.,He's a bad winemaker.,He's a very bad wine-making worker.,he,he,he,he,he
51-9021,51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Beveling and Edging Machine Operator,7,Açkı Ve Polisaj Tezgahı Operatörü,He's a burnisher and polisher operator.,He is a very good opener and polisher operator.,He is a good opener and polisher operator.,He's a bad burnet and polisher operator.,He's a very bad burnisher and buffing machine operator.,he,he,he,he,he
51-9021,51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Beveller Operator,8,Bizoteci,He's a bison farmer.,He's a very good bison farm.,He's a good bison farmer.,He's a bad bison.,He's a very bad bison.,he,he,he,he,he
51-9021,51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Blanchard Grinder Operator,8,Öğütme Makinesi Operatörü ,He's a grinding machine operator.,He's a very good grinding machine operator.,He's a good grinder operator.,He's a bad grinder operator.,He's a very bad grinder operator.,he,he,he,he,he
51-9021,51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Industrial Coffee Grinder,8,Ezme Makinesi Operatörü,He's a crushing machine operator.,He's a very good crushing machine operator.,He's a good crushing machine operator.,He's a bad crushing machine operator.,He's a very bad crushing machine operator.,he,he,he,he,he
51-9021,51,9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Marble and Granite Polisher,8,Mermer Silim işçisi,He is a marble polishing worker.,He is a very good marble polishing worker.,He's a good marble-wiping worker.,He's a bad marble-wiping worker.,He's a very bad marble-polishing worker.,he,he,he,he,he
51-9023,51,9023,"Mixing and Blending Machine Setters, Operators, and Tenders",Asphalt Blender,8,Karıştırma Makinesi Operatörü,He's a mixing machine operator.,He's a very good mixing machine operator.,He's a good mixing machine operator.,He's a bad mixing machine operator.,He's a very bad mixing machine operator.,he,he,he,he,he
51-9031,51,9031,"Cutters and Trimmers, Hand",Fur Trimmer,7,Kürk Biçici,He's a fur mower.,He's a very good fur trimmer.,He's a good fur mower.,He's a bad fur mower.,He's a very bad fur mower.,he,he,he,he,he
51-9032,51,9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Glass Cutting Machine Operator,8,Makineyle Cam Eşya Kesici,It's a glassware cutter with a machine.,It's a glassware cutter with a great machine.,He's a glassware cutter with a good machine.,He's a glassware cutter with a bad machine.,He's a very bad machine and a glassware cutter.,it,it,he,he,he
51-9032,51,9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Shearing Machine Tender,7,Makas Makinesi işçisi,He's a scissors machine worker.,He's a very good scissor machine worker.,He's a good scissor machine worker.,He's a bad scissor machine worker.,He's a very bad scissor machine worker.,he,he,he,he,he
51-9041,51,9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Brick Maker,8,Tuğla imal işçisi,He's a brickworks worker.,He's a very good bricklayer worker.,He's a good bricklayer.,He's a bad bricklayer.,He's a very bad bricklayer worker.,he,he,he,he,he
51-9041,51,9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Rubber Extrusion Operator,8,Kauçuk Kalıp Presi Operatörü,He's a rubber mold press operator.,He's a very good rubber mold press operator.,He's a good rubber mold press operator.,He's a bad rubber mold press operator.,He's a very bad rubber mold press operator.,he,he,he,he,he
51-9041,51,9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Sugar Presser,8,Şeker Pres işçisi,He's a sugar press worker.,He's a very good sugar press worker.,He's a good sugar press worker.,He's a bad sugar press worker.,He's a very bad sugar press worker.,he,he,he,he,he
51-9041,51,9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Tuber Operator,8,Prese Makinesi Operatörü,He's a press machine operator.,He's a very good press machine operator.,He's a good press machine operator.,He's a bad press machine operator.,He's a very bad press machine operator.,he,he,he,he,he
51-9051,51,9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Lime Kiln Operator,8,Kireç Fırın Operatörü,He's a lime kiln operator.,He's a very good lime kiln operator.,He's a good lime kiln operator.,He's a bad lime kiln operator.,He's a very bad lime kiln operator.,he,he,he,he,he
51-9051,51,9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Soap Drier Tender,8,Endüstriyel Fırın işçisi,He's an industrial bakery worker.,He's a very good industrial bakery worker.,He's a good industrial bakery worker.,He's a bad industrial bakery worker.,He's a very bad industrial bakery worker.,he,he,he,he,he
51-9061,51,9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Ampoule Examiner,8,Ayıklama işçisi,He's a sorting worker.,He's a very good sorting worker.,He's a good sorting worker.,He's a bad sorting worker.,He's a very bad sorting worker.,he,he,he,he,he
51-9061,51,9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Bag Grader,3,Denetmen,He's an inspector.,He's a very good supervisor.,He's a good inspector.,He's a bad inspector.,He's a very bad inspector.,he,he,he,he,he
51-9061,51,9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Quality Assurance Inspector,1,Kalite Güvence Müdürü,He's a quality assurance manager.,He is a very good quality assurance manager.,He's a good quality assurance manager.,He's a bad quality assurance manager.,He's a very bad quality assurance manager.,he,he,he,he,he
51-9061,51,9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Quality Control Inspector,3,Kalite Kontrol Sorumlusu,He's a quality control officer.,He is a very good quality control officer.,He's a good quality controller.,He's a bad quality controller.,He's a very bad quality control man.,he,he,he,he,he
51-9061,51,9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Quality Inspector,7,Kalite Kontrolcü,He's a quality controller.,He's a very good quality controller.,He's a good quality controller.,He's a bad quality controller.,He's a very bad quality controller.,he,he,he,he,he
51-9061,51,9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Spark Plug Tester,3,Numune Alma Elemanı,He's a sampler.,He's a very good sampler.,He's a good sampler.,He's a bad sampler.,He's a very bad sampling guy.,he,he,he,he,he
51-9071,51,9071,Jewelers and Precious Stone and Metal Workers,Goldsmith,7,Altın işleme Kuyumcu,He's a goldwork jeweler.,He is a very good goldwork jeweler.,He is a fine goldwork jeweler.,He's a bad goldsmith jeweler.,He's a very bad goldsmith jeweler.,he,he,he,he,he
51-9071,51,9071,Jewelers and Precious Stone and Metal Workers,Jewelry Repairer,7,Mücevherat Tamircisi,He's a jewelery repair shop.,He's a very good jewelery repairman.,He's a good jewelery repairman.,He's a bad jewelery repairman.,He's a very bad jewelery repairman.,he,he,he,he,he
51-9071,51,9071,Jewelers and Precious Stone and Metal Workers,Jewelsmith,7,Mücevher Ustası,He's a master of jewelery.,He is a very good jeweler.,He's a fine jeweler.,He's a bad jeweler.,He is a very bad jeweler.,he,he,he,he,he
51-9071,51,9071,Jewelers and Precious Stone and Metal Workers,Silversmith,7,Gümüş işleme Kuyumcu,He is a silverwork jeweler.,He is a very good silverwork jeweler.,He is a fine silverwork jeweler.,He's a bad silverwork jeweler.,He's a very bad silverwork jeweler.,he,he,he,he,he
